Path,Emotions
data/spectrograms/train/63.pt,neutral
data/spectrograms/train/64.pt,neutral
data/spectrograms/train/65.pt,neutral
data/spectrograms/train/66.pt,neutral
data/spectrograms/train/67.pt,neutral
data/spectrograms/train/68.pt,neutral
data/spectrograms/train/69.pt,neutral
data/spectrograms/train/70.pt,neutral
data/spectrograms/train/71.pt,neutral
data/spectrograms/train/72.pt,neutral
data/spectrograms/train/73.pt,neutral
data/spectrograms/train/74.pt,neutral
data/spectrograms/train/75.pt,neutral
data/spectrograms/train/76.pt,neutral
data/spectrograms/train/77.pt,neutral
data/spectrograms/train/78.pt,neutral
data/spectrograms/train/79.pt,neutral
data/spectrograms/train/80.pt,neutral
data/spectrograms/train/81.pt,neutral
data/spectrograms/train/82.pt,neutral
data/spectrograms/train/83.pt,neutral
data/spectrograms/train/84.pt,neutral
data/spectrograms/train/85.pt,neutral
data/spectrograms/train/86.pt,neutral
data/spectrograms/train/87.pt,neutral
data/spectrograms/train/88.pt,neutral
data/spectrograms/train/89.pt,neutral
data/spectrograms/train/90.pt,neutral
data/spectrograms/train/91.pt,neutral
data/spectrograms/train/92.pt,neutral
data/spectrograms/train/93.pt,neutral
data/spectrograms/train/94.pt,neutral
data/spectrograms/train/95.pt,neutral
data/spectrograms/train/96.pt,neutral
data/spectrograms/train/97.pt,neutral
data/spectrograms/train/98.pt,neutral
data/spectrograms/train/99.pt,neutral
data/spectrograms/train/100.pt,neutral
data/spectrograms/train/101.pt,neutral
data/spectrograms/train/102.pt,neutral
data/spectrograms/train/103.pt,neutral
data/spectrograms/train/104.pt,neutral
data/spectrograms/train/105.pt,neutral
data/spectrograms/train/106.pt,neutral
data/spectrograms/train/107.pt,neutral
data/spectrograms/train/108.pt,neutral
data/spectrograms/train/109.pt,neutral
data/spectrograms/train/110.pt,neutral
data/spectrograms/train/111.pt,neutral
data/spectrograms/train/112.pt,neutral
data/spectrograms/train/113.pt,neutral
data/spectrograms/train/114.pt,neutral
data/spectrograms/train/115.pt,neutral
data/spectrograms/train/116.pt,neutral
data/spectrograms/train/117.pt,neutral
data/spectrograms/train/118.pt,neutral
data/spectrograms/train/119.pt,neutral
data/spectrograms/train/120.pt,neutral
data/spectrograms/train/121.pt,neutral
data/spectrograms/train/122.pt,neutral
data/spectrograms/train/123.pt,neutral
data/spectrograms/train/124.pt,neutral
data/spectrograms/train/125.pt,neutral
data/spectrograms/train/126.pt,neutral
data/spectrograms/train/127.pt,neutral
data/spectrograms/train/128.pt,neutral
data/spectrograms/train/129.pt,neutral
data/spectrograms/train/130.pt,neutral
data/spectrograms/train/131.pt,neutral
data/spectrograms/train/132.pt,neutral
data/spectrograms/train/133.pt,neutral
data/spectrograms/train/134.pt,neutral
data/spectrograms/train/135.pt,neutral
data/spectrograms/train/136.pt,neutral
data/spectrograms/train/137.pt,neutral
data/spectrograms/train/138.pt,neutral
data/spectrograms/train/139.pt,neutral
data/spectrograms/train/140.pt,neutral
data/spectrograms/train/141.pt,neutral
data/spectrograms/train/142.pt,neutral
data/spectrograms/train/143.pt,neutral
data/spectrograms/train/144.pt,neutral
data/spectrograms/train/145.pt,neutral
data/spectrograms/train/146.pt,neutral
data/spectrograms/train/147.pt,neutral
data/spectrograms/train/148.pt,neutral
data/spectrograms/train/149.pt,neutral
data/spectrograms/train/150.pt,neutral
data/spectrograms/train/151.pt,neutral
data/spectrograms/train/152.pt,neutral
data/spectrograms/train/153.pt,neutral
data/spectrograms/train/154.pt,neutral
data/spectrograms/train/155.pt,neutral
data/spectrograms/train/156.pt,neutral
data/spectrograms/train/157.pt,neutral
data/spectrograms/train/158.pt,neutral
data/spectrograms/train/159.pt,neutral
data/spectrograms/train/160.pt,neutral
data/spectrograms/train/161.pt,neutral
data/spectrograms/train/162.pt,neutral
data/spectrograms/train/163.pt,neutral
data/spectrograms/train/164.pt,neutral
data/spectrograms/train/165.pt,neutral
data/spectrograms/train/166.pt,neutral
data/spectrograms/train/167.pt,neutral
data/spectrograms/train/168.pt,neutral
data/spectrograms/train/169.pt,neutral
data/spectrograms/train/170.pt,neutral
data/spectrograms/train/171.pt,neutral
data/spectrograms/train/172.pt,neutral
data/spectrograms/train/173.pt,neutral
data/spectrograms/train/174.pt,neutral
data/spectrograms/train/175.pt,neutral
data/spectrograms/train/176.pt,neutral
data/spectrograms/train/177.pt,neutral
data/spectrograms/train/178.pt,neutral
data/spectrograms/train/179.pt,neutral
data/spectrograms/train/180.pt,neutral
data/spectrograms/train/181.pt,neutral
data/spectrograms/train/182.pt,neutral
data/spectrograms/train/183.pt,neutral
data/spectrograms/train/184.pt,neutral
data/spectrograms/train/185.pt,neutral
data/spectrograms/train/186.pt,neutral
data/spectrograms/train/187.pt,neutral
data/spectrograms/train/188.pt,neutral
data/spectrograms/train/189.pt,neutral
data/spectrograms/train/190.pt,neutral
data/spectrograms/train/191.pt,neutral
data/spectrograms/train/192.pt,neutral
data/spectrograms/train/193.pt,neutral
data/spectrograms/train/194.pt,neutral
data/spectrograms/train/195.pt,neutral
data/spectrograms/train/196.pt,neutral
data/spectrograms/train/197.pt,neutral
data/spectrograms/train/198.pt,neutral
data/spectrograms/train/199.pt,neutral
data/spectrograms/train/200.pt,neutral
data/spectrograms/train/201.pt,neutral
data/spectrograms/train/202.pt,neutral
data/spectrograms/train/203.pt,neutral
data/spectrograms/train/204.pt,neutral
data/spectrograms/train/205.pt,neutral
data/spectrograms/train/206.pt,neutral
data/spectrograms/train/207.pt,neutral
data/spectrograms/train/208.pt,neutral
data/spectrograms/train/209.pt,neutral
data/spectrograms/train/210.pt,neutral
data/spectrograms/train/211.pt,neutral
data/spectrograms/train/212.pt,neutral
data/spectrograms/train/213.pt,neutral
data/spectrograms/train/214.pt,neutral
data/spectrograms/train/215.pt,neutral
data/spectrograms/train/216.pt,neutral
data/spectrograms/train/217.pt,neutral
data/spectrograms/train/218.pt,neutral
data/spectrograms/train/219.pt,neutral
data/spectrograms/train/220.pt,neutral
data/spectrograms/train/221.pt,neutral
data/spectrograms/train/222.pt,neutral
data/spectrograms/train/223.pt,neutral
data/spectrograms/train/224.pt,neutral
data/spectrograms/train/225.pt,neutral
data/spectrograms/train/226.pt,neutral
data/spectrograms/train/227.pt,neutral
data/spectrograms/train/228.pt,neutral
data/spectrograms/train/229.pt,neutral
data/spectrograms/train/230.pt,neutral
data/spectrograms/train/231.pt,neutral
data/spectrograms/train/232.pt,neutral
data/spectrograms/train/233.pt,neutral
data/spectrograms/train/234.pt,neutral
data/spectrograms/train/235.pt,neutral
data/spectrograms/train/236.pt,neutral
data/spectrograms/train/237.pt,neutral
data/spectrograms/train/238.pt,neutral
data/spectrograms/train/239.pt,neutral
data/spectrograms/train/240.pt,neutral
data/spectrograms/train/241.pt,neutral
data/spectrograms/train/242.pt,neutral
data/spectrograms/train/243.pt,neutral
data/spectrograms/train/244.pt,neutral
data/spectrograms/train/245.pt,neutral
data/spectrograms/train/246.pt,neutral
data/spectrograms/train/247.pt,neutral
data/spectrograms/train/248.pt,neutral
data/spectrograms/train/249.pt,neutral
data/spectrograms/train/250.pt,neutral
data/spectrograms/train/251.pt,neutral
data/spectrograms/train/252.pt,neutral
data/spectrograms/train/253.pt,neutral
data/spectrograms/train/254.pt,neutral
data/spectrograms/train/255.pt,neutral
data/spectrograms/train/256.pt,neutral
data/spectrograms/train/257.pt,neutral
data/spectrograms/train/258.pt,neutral
data/spectrograms/train/259.pt,neutral
data/spectrograms/train/260.pt,neutral
data/spectrograms/train/261.pt,neutral
data/spectrograms/train/262.pt,neutral
data/spectrograms/train/263.pt,neutral
data/spectrograms/train/264.pt,neutral
data/spectrograms/train/265.pt,neutral
data/spectrograms/train/266.pt,neutral
data/spectrograms/train/267.pt,neutral
data/spectrograms/train/268.pt,neutral
data/spectrograms/train/269.pt,neutral
data/spectrograms/train/270.pt,neutral
data/spectrograms/train/271.pt,neutral
data/spectrograms/train/272.pt,neutral
data/spectrograms/train/273.pt,neutral
data/spectrograms/train/274.pt,neutral
data/spectrograms/train/275.pt,neutral
data/spectrograms/train/276.pt,neutral
data/spectrograms/train/277.pt,neutral
data/spectrograms/train/278.pt,neutral
data/spectrograms/train/279.pt,neutral
data/spectrograms/train/280.pt,neutral
data/spectrograms/train/281.pt,neutral
data/spectrograms/train/282.pt,neutral
data/spectrograms/train/283.pt,neutral
data/spectrograms/train/284.pt,neutral
data/spectrograms/train/285.pt,neutral
data/spectrograms/train/286.pt,neutral
data/spectrograms/train/287.pt,neutral
data/spectrograms/train/288.pt,neutral
data/spectrograms/train/289.pt,neutral
data/spectrograms/train/290.pt,neutral
data/spectrograms/train/291.pt,neutral
data/spectrograms/train/292.pt,neutral
data/spectrograms/train/293.pt,neutral
data/spectrograms/train/294.pt,neutral
data/spectrograms/train/295.pt,neutral
data/spectrograms/train/296.pt,neutral
data/spectrograms/train/297.pt,neutral
data/spectrograms/train/298.pt,neutral
data/spectrograms/train/299.pt,neutral
data/spectrograms/train/300.pt,neutral
data/spectrograms/train/301.pt,neutral
data/spectrograms/train/302.pt,neutral
data/spectrograms/train/303.pt,neutral
data/spectrograms/train/304.pt,neutral
data/spectrograms/train/305.pt,neutral
data/spectrograms/train/306.pt,neutral
data/spectrograms/train/307.pt,neutral
data/spectrograms/train/308.pt,neutral
data/spectrograms/train/309.pt,neutral
data/spectrograms/train/310.pt,neutral
data/spectrograms/train/311.pt,neutral
data/spectrograms/train/312.pt,neutral
data/spectrograms/train/313.pt,neutral
data/spectrograms/train/314.pt,neutral
data/spectrograms/train/315.pt,neutral
data/spectrograms/train/316.pt,neutral
data/spectrograms/train/317.pt,neutral
data/spectrograms/train/318.pt,neutral
data/spectrograms/train/319.pt,neutral
data/spectrograms/train/320.pt,neutral
data/spectrograms/train/321.pt,neutral
data/spectrograms/train/322.pt,neutral
data/spectrograms/train/323.pt,neutral
data/spectrograms/train/324.pt,neutral
data/spectrograms/train/325.pt,neutral
data/spectrograms/train/326.pt,neutral
data/spectrograms/train/327.pt,neutral
data/spectrograms/train/328.pt,neutral
data/spectrograms/train/329.pt,neutral
data/spectrograms/train/330.pt,neutral
data/spectrograms/train/331.pt,neutral
data/spectrograms/train/332.pt,neutral
data/spectrograms/train/333.pt,neutral
data/spectrograms/train/334.pt,neutral
data/spectrograms/train/335.pt,neutral
data/spectrograms/train/336.pt,neutral
data/spectrograms/train/337.pt,neutral
data/spectrograms/train/338.pt,neutral
data/spectrograms/train/339.pt,neutral
data/spectrograms/train/340.pt,neutral
data/spectrograms/train/341.pt,neutral
data/spectrograms/train/342.pt,neutral
data/spectrograms/train/343.pt,neutral
data/spectrograms/train/344.pt,neutral
data/spectrograms/train/345.pt,neutral
data/spectrograms/train/346.pt,neutral
data/spectrograms/train/347.pt,neutral
data/spectrograms/train/348.pt,neutral
data/spectrograms/train/349.pt,neutral
data/spectrograms/train/350.pt,neutral
data/spectrograms/train/351.pt,neutral
data/spectrograms/train/352.pt,neutral
data/spectrograms/train/353.pt,neutral
data/spectrograms/train/354.pt,neutral
data/spectrograms/train/355.pt,neutral
data/spectrograms/train/356.pt,neutral
data/spectrograms/train/357.pt,neutral
data/spectrograms/train/358.pt,neutral
data/spectrograms/train/359.pt,neutral
data/spectrograms/train/360.pt,neutral
data/spectrograms/train/361.pt,neutral
data/spectrograms/train/362.pt,neutral
data/spectrograms/train/363.pt,neutral
data/spectrograms/train/364.pt,neutral
data/spectrograms/train/365.pt,neutral
data/spectrograms/train/366.pt,neutral
data/spectrograms/train/367.pt,neutral
data/spectrograms/train/368.pt,neutral
data/spectrograms/train/369.pt,neutral
data/spectrograms/train/370.pt,neutral
data/spectrograms/train/371.pt,neutral
data/spectrograms/train/372.pt,neutral
data/spectrograms/train/373.pt,neutral
data/spectrograms/train/374.pt,neutral
data/spectrograms/train/375.pt,neutral
data/spectrograms/train/376.pt,neutral
data/spectrograms/train/377.pt,neutral
data/spectrograms/train/378.pt,neutral
data/spectrograms/train/379.pt,neutral
data/spectrograms/train/380.pt,neutral
data/spectrograms/train/381.pt,neutral
data/spectrograms/train/382.pt,neutral
data/spectrograms/train/383.pt,neutral
data/spectrograms/train/384.pt,neutral
data/spectrograms/train/385.pt,neutral
data/spectrograms/train/386.pt,neutral
data/spectrograms/train/387.pt,neutral
data/spectrograms/train/388.pt,neutral
data/spectrograms/train/389.pt,neutral
data/spectrograms/train/390.pt,neutral
data/spectrograms/train/391.pt,neutral
data/spectrograms/train/392.pt,neutral
data/spectrograms/train/393.pt,neutral
data/spectrograms/train/394.pt,neutral
data/spectrograms/train/395.pt,neutral
data/spectrograms/train/396.pt,neutral
data/spectrograms/train/397.pt,neutral
data/spectrograms/train/398.pt,neutral
data/spectrograms/train/399.pt,neutral
data/spectrograms/train/400.pt,neutral
data/spectrograms/train/401.pt,neutral
data/spectrograms/train/402.pt,neutral
data/spectrograms/train/403.pt,neutral
data/spectrograms/train/404.pt,neutral
data/spectrograms/train/405.pt,neutral
data/spectrograms/train/406.pt,neutral
data/spectrograms/train/407.pt,neutral
data/spectrograms/train/408.pt,neutral
data/spectrograms/train/409.pt,neutral
data/spectrograms/train/410.pt,neutral
data/spectrograms/train/411.pt,neutral
data/spectrograms/train/412.pt,neutral
data/spectrograms/train/413.pt,neutral
data/spectrograms/train/414.pt,neutral
data/spectrograms/train/415.pt,neutral
data/spectrograms/train/416.pt,neutral
data/spectrograms/train/417.pt,neutral
data/spectrograms/train/418.pt,neutral
data/spectrograms/train/419.pt,neutral
data/spectrograms/train/420.pt,neutral
data/spectrograms/train/421.pt,neutral
data/spectrograms/train/422.pt,neutral
data/spectrograms/train/423.pt,neutral
data/spectrograms/train/424.pt,neutral
data/spectrograms/train/425.pt,neutral
data/spectrograms/train/426.pt,neutral
data/spectrograms/train/427.pt,neutral
data/spectrograms/train/428.pt,neutral
data/spectrograms/train/429.pt,neutral
data/spectrograms/train/430.pt,neutral
data/spectrograms/train/431.pt,neutral
data/spectrograms/train/432.pt,neutral
data/spectrograms/train/433.pt,neutral
data/spectrograms/train/434.pt,neutral
data/spectrograms/train/435.pt,neutral
data/spectrograms/train/436.pt,neutral
data/spectrograms/train/437.pt,neutral
data/spectrograms/train/438.pt,neutral
data/spectrograms/train/439.pt,neutral
data/spectrograms/train/440.pt,neutral
data/spectrograms/train/441.pt,neutral
data/spectrograms/train/442.pt,neutral
data/spectrograms/train/443.pt,neutral
data/spectrograms/train/444.pt,neutral
data/spectrograms/train/445.pt,neutral
data/spectrograms/train/446.pt,neutral
data/spectrograms/train/447.pt,neutral
data/spectrograms/train/448.pt,neutral
data/spectrograms/train/449.pt,neutral
data/spectrograms/train/450.pt,neutral
data/spectrograms/train/451.pt,neutral
data/spectrograms/train/452.pt,neutral
data/spectrograms/train/453.pt,neutral
data/spectrograms/train/454.pt,neutral
data/spectrograms/train/455.pt,neutral
data/spectrograms/train/456.pt,neutral
data/spectrograms/train/457.pt,neutral
data/spectrograms/train/458.pt,neutral
data/spectrograms/train/459.pt,neutral
data/spectrograms/train/460.pt,neutral
data/spectrograms/train/461.pt,neutral
data/spectrograms/train/462.pt,neutral
data/spectrograms/train/463.pt,neutral
data/spectrograms/train/464.pt,neutral
data/spectrograms/train/465.pt,neutral
data/spectrograms/train/466.pt,neutral
data/spectrograms/train/467.pt,neutral
data/spectrograms/train/468.pt,neutral
data/spectrograms/train/469.pt,neutral
data/spectrograms/train/470.pt,neutral
data/spectrograms/train/471.pt,neutral
data/spectrograms/train/472.pt,neutral
data/spectrograms/train/473.pt,neutral
data/spectrograms/train/474.pt,neutral
data/spectrograms/train/475.pt,neutral
data/spectrograms/train/476.pt,neutral
data/spectrograms/train/477.pt,neutral
data/spectrograms/train/478.pt,neutral
data/spectrograms/train/479.pt,neutral
data/spectrograms/train/480.pt,neutral
data/spectrograms/train/481.pt,neutral
data/spectrograms/train/482.pt,neutral
data/spectrograms/train/483.pt,neutral
data/spectrograms/train/484.pt,neutral
data/spectrograms/train/485.pt,neutral
data/spectrograms/train/486.pt,neutral
data/spectrograms/train/487.pt,neutral
data/spectrograms/train/488.pt,neutral
data/spectrograms/train/489.pt,neutral
data/spectrograms/train/490.pt,neutral
data/spectrograms/train/491.pt,neutral
data/spectrograms/train/492.pt,neutral
data/spectrograms/train/493.pt,neutral
data/spectrograms/train/494.pt,neutral
data/spectrograms/train/495.pt,neutral
data/spectrograms/train/496.pt,neutral
data/spectrograms/train/497.pt,neutral
data/spectrograms/train/498.pt,neutral
data/spectrograms/train/499.pt,neutral
data/spectrograms/train/500.pt,neutral
data/spectrograms/train/501.pt,neutral
data/spectrograms/train/502.pt,neutral
data/spectrograms/train/503.pt,neutral
data/spectrograms/train/504.pt,neutral
data/spectrograms/train/505.pt,neutral
data/spectrograms/train/506.pt,neutral
data/spectrograms/train/507.pt,neutral
data/spectrograms/train/508.pt,neutral
data/spectrograms/train/509.pt,neutral
data/spectrograms/train/510.pt,neutral
data/spectrograms/train/511.pt,neutral
data/spectrograms/train/512.pt,neutral
data/spectrograms/train/513.pt,neutral
data/spectrograms/train/514.pt,neutral
data/spectrograms/train/515.pt,neutral
data/spectrograms/train/516.pt,neutral
data/spectrograms/train/517.pt,neutral
data/spectrograms/train/518.pt,neutral
data/spectrograms/train/519.pt,neutral
data/spectrograms/train/520.pt,neutral
data/spectrograms/train/521.pt,neutral
data/spectrograms/train/522.pt,neutral
data/spectrograms/train/523.pt,neutral
data/spectrograms/train/524.pt,neutral
data/spectrograms/train/525.pt,neutral
data/spectrograms/train/526.pt,neutral
data/spectrograms/train/527.pt,neutral
data/spectrograms/train/528.pt,neutral
data/spectrograms/train/529.pt,neutral
data/spectrograms/train/530.pt,neutral
data/spectrograms/train/531.pt,neutral
data/spectrograms/train/532.pt,neutral
data/spectrograms/train/533.pt,neutral
data/spectrograms/train/534.pt,neutral
data/spectrograms/train/535.pt,neutral
data/spectrograms/train/536.pt,neutral
data/spectrograms/train/537.pt,neutral
data/spectrograms/train/538.pt,neutral
data/spectrograms/train/539.pt,neutral
data/spectrograms/train/540.pt,neutral
data/spectrograms/train/541.pt,neutral
data/spectrograms/train/542.pt,neutral
data/spectrograms/train/543.pt,neutral
data/spectrograms/train/544.pt,neutral
data/spectrograms/train/545.pt,neutral
data/spectrograms/train/546.pt,neutral
data/spectrograms/train/547.pt,neutral
data/spectrograms/train/548.pt,neutral
data/spectrograms/train/549.pt,neutral
data/spectrograms/train/550.pt,neutral
data/spectrograms/train/551.pt,neutral
data/spectrograms/train/552.pt,neutral
data/spectrograms/train/553.pt,neutral
data/spectrograms/train/554.pt,neutral
data/spectrograms/train/555.pt,neutral
data/spectrograms/train/556.pt,neutral
data/spectrograms/train/557.pt,neutral
data/spectrograms/train/558.pt,neutral
data/spectrograms/train/559.pt,neutral
data/spectrograms/train/560.pt,neutral
data/spectrograms/train/561.pt,neutral
data/spectrograms/train/562.pt,neutral
data/spectrograms/train/563.pt,neutral
data/spectrograms/train/564.pt,neutral
data/spectrograms/train/565.pt,neutral
data/spectrograms/train/566.pt,neutral
data/spectrograms/train/567.pt,neutral
data/spectrograms/train/568.pt,neutral
data/spectrograms/train/569.pt,neutral
data/spectrograms/train/570.pt,neutral
data/spectrograms/train/571.pt,neutral
data/spectrograms/train/572.pt,neutral
data/spectrograms/train/573.pt,neutral
data/spectrograms/train/574.pt,neutral
data/spectrograms/train/575.pt,neutral
data/spectrograms/train/576.pt,neutral
data/spectrograms/train/577.pt,neutral
data/spectrograms/train/578.pt,neutral
data/spectrograms/train/579.pt,neutral
data/spectrograms/train/580.pt,neutral
data/spectrograms/train/581.pt,neutral
data/spectrograms/train/582.pt,neutral
data/spectrograms/train/583.pt,neutral
data/spectrograms/train/584.pt,neutral
data/spectrograms/train/585.pt,neutral
data/spectrograms/train/586.pt,neutral
data/spectrograms/train/587.pt,neutral
data/spectrograms/train/588.pt,neutral
data/spectrograms/train/589.pt,neutral
data/spectrograms/train/590.pt,neutral
data/spectrograms/train/591.pt,neutral
data/spectrograms/train/592.pt,neutral
data/spectrograms/train/593.pt,neutral
data/spectrograms/train/594.pt,neutral
data/spectrograms/train/595.pt,neutral
data/spectrograms/train/596.pt,neutral
data/spectrograms/train/597.pt,neutral
data/spectrograms/train/598.pt,neutral
data/spectrograms/train/599.pt,neutral
data/spectrograms/train/600.pt,neutral
data/spectrograms/train/601.pt,neutral
data/spectrograms/train/602.pt,neutral
data/spectrograms/train/603.pt,neutral
data/spectrograms/train/604.pt,neutral
data/spectrograms/train/605.pt,neutral
data/spectrograms/train/606.pt,neutral
data/spectrograms/train/607.pt,neutral
data/spectrograms/train/608.pt,neutral
data/spectrograms/train/609.pt,neutral
data/spectrograms/train/610.pt,neutral
data/spectrograms/train/611.pt,neutral
data/spectrograms/train/612.pt,neutral
data/spectrograms/train/613.pt,neutral
data/spectrograms/train/614.pt,neutral
data/spectrograms/train/615.pt,neutral
data/spectrograms/train/616.pt,neutral
data/spectrograms/train/617.pt,neutral
data/spectrograms/train/618.pt,neutral
data/spectrograms/train/619.pt,neutral
data/spectrograms/train/620.pt,neutral
data/spectrograms/train/621.pt,neutral
data/spectrograms/train/622.pt,neutral
data/spectrograms/train/623.pt,neutral
data/spectrograms/train/624.pt,neutral
data/spectrograms/train/625.pt,neutral
data/spectrograms/train/626.pt,neutral
data/spectrograms/train/627.pt,neutral
data/spectrograms/train/628.pt,neutral
data/spectrograms/train/629.pt,neutral
data/spectrograms/train/630.pt,neutral
data/spectrograms/train/631.pt,neutral
data/spectrograms/train/632.pt,neutral
data/spectrograms/train/633.pt,neutral
data/spectrograms/train/634.pt,neutral
data/spectrograms/train/635.pt,neutral
data/spectrograms/train/636.pt,neutral
data/spectrograms/train/637.pt,neutral
data/spectrograms/train/638.pt,neutral
data/spectrograms/train/639.pt,neutral
data/spectrograms/train/640.pt,neutral
data/spectrograms/train/641.pt,neutral
data/spectrograms/train/642.pt,neutral
data/spectrograms/train/643.pt,neutral
data/spectrograms/train/644.pt,neutral
data/spectrograms/train/645.pt,neutral
data/spectrograms/train/646.pt,neutral
data/spectrograms/train/647.pt,neutral
data/spectrograms/train/648.pt,neutral
data/spectrograms/train/649.pt,neutral
data/spectrograms/train/650.pt,neutral
data/spectrograms/train/651.pt,neutral
data/spectrograms/train/652.pt,neutral
data/spectrograms/train/653.pt,neutral
data/spectrograms/train/654.pt,neutral
data/spectrograms/train/655.pt,neutral
data/spectrograms/train/656.pt,neutral
data/spectrograms/train/657.pt,neutral
data/spectrograms/train/658.pt,neutral
data/spectrograms/train/659.pt,neutral
data/spectrograms/train/660.pt,neutral
data/spectrograms/train/661.pt,neutral
data/spectrograms/train/662.pt,neutral
data/spectrograms/train/663.pt,neutral
data/spectrograms/train/664.pt,neutral
data/spectrograms/train/665.pt,neutral
data/spectrograms/train/666.pt,neutral
data/spectrograms/train/667.pt,neutral
data/spectrograms/train/668.pt,neutral
data/spectrograms/train/669.pt,neutral
data/spectrograms/train/670.pt,neutral
data/spectrograms/train/671.pt,neutral
data/spectrograms/train/672.pt,neutral
data/spectrograms/train/673.pt,neutral
data/spectrograms/train/674.pt,neutral
data/spectrograms/train/675.pt,neutral
data/spectrograms/train/676.pt,neutral
data/spectrograms/train/677.pt,neutral
data/spectrograms/train/678.pt,neutral
data/spectrograms/train/679.pt,neutral
data/spectrograms/train/680.pt,neutral
data/spectrograms/train/681.pt,neutral
data/spectrograms/train/682.pt,neutral
data/spectrograms/train/683.pt,neutral
data/spectrograms/train/684.pt,neutral
data/spectrograms/train/685.pt,neutral
data/spectrograms/train/686.pt,neutral
data/spectrograms/train/687.pt,neutral
data/spectrograms/train/688.pt,neutral
data/spectrograms/train/689.pt,neutral
data/spectrograms/train/690.pt,neutral
data/spectrograms/train/691.pt,neutral
data/spectrograms/train/692.pt,neutral
data/spectrograms/train/693.pt,neutral
data/spectrograms/train/694.pt,neutral
data/spectrograms/train/695.pt,neutral
data/spectrograms/train/696.pt,neutral
data/spectrograms/train/697.pt,neutral
data/spectrograms/train/698.pt,neutral
data/spectrograms/train/699.pt,neutral
data/spectrograms/train/700.pt,neutral
data/spectrograms/train/701.pt,neutral
data/spectrograms/train/702.pt,neutral
data/spectrograms/train/703.pt,neutral
data/spectrograms/train/704.pt,neutral
data/spectrograms/train/705.pt,neutral
data/spectrograms/train/706.pt,neutral
data/spectrograms/train/707.pt,neutral
data/spectrograms/train/708.pt,neutral
data/spectrograms/train/709.pt,neutral
data/spectrograms/train/710.pt,neutral
data/spectrograms/train/711.pt,neutral
data/spectrograms/train/712.pt,neutral
data/spectrograms/train/713.pt,neutral
data/spectrograms/train/714.pt,neutral
data/spectrograms/train/715.pt,neutral
data/spectrograms/train/716.pt,neutral
data/spectrograms/train/717.pt,neutral
data/spectrograms/train/718.pt,neutral
data/spectrograms/train/719.pt,neutral
data/spectrograms/train/720.pt,neutral
data/spectrograms/train/721.pt,neutral
data/spectrograms/train/722.pt,neutral
data/spectrograms/train/723.pt,neutral
data/spectrograms/train/724.pt,neutral
data/spectrograms/train/725.pt,neutral
data/spectrograms/train/726.pt,neutral
data/spectrograms/train/727.pt,neutral
data/spectrograms/train/728.pt,neutral
data/spectrograms/train/729.pt,neutral
data/spectrograms/train/730.pt,neutral
data/spectrograms/train/731.pt,neutral
data/spectrograms/train/732.pt,neutral
data/spectrograms/train/733.pt,neutral
data/spectrograms/train/734.pt,neutral
data/spectrograms/train/735.pt,neutral
