Path,Emotions,Dataset,Audio_Length
data/raw/Crema/1001_TAI_ANG_XX.wav,angry,CREMA,2.3356875
data/raw/Crema/1001_TAI_DIS_XX.wav,disgust,CREMA,2.7360625
data/raw/Crema/1001_TAI_FEA_XX.wav,fear,CREMA,2.402375
data/raw/Crema/1001_TAI_HAP_XX.wav,happy,CREMA,2.5025
data/raw/Crema/1001_TAI_NEU_XX.wav,neutral,CREMA,2.56925
data/raw/Crema/1001_TAI_SAD_XX.wav,sad,CREMA,2.8028125
data/raw/Crema/1001_TIE_ANG_XX.wav,angry,CREMA,3.103125
data/raw/Crema/1001_TIE_DIS_XX.wav,disgust,CREMA,2.2021875
data/raw/Crema/1001_TIE_FEA_XX.wav,fear,CREMA,2.2355625
data/raw/Crema/1001_TIE_HAP_XX.wav,happy,CREMA,2.3023125
data/raw/Crema/1001_TIE_NEU_XX.wav,neutral,CREMA,2.535875
data/raw/Crema/1001_TIE_SAD_XX.wav,sad,CREMA,3.036375
data/raw/Crema/1001_TSI_ANG_XX.wav,angry,CREMA,2.5025
data/raw/Crema/1001_TSI_DIS_XX.wav,disgust,CREMA,2.1688125
data/raw/Crema/1001_TSI_FEA_XX.wav,fear,CREMA,1.901875
data/raw/Crema/1001_TSI_HAP_XX.wav,happy,CREMA,2.1688125
data/raw/Crema/1001_TSI_NEU_XX.wav,neutral,CREMA,2.43575
data/raw/Crema/1001_TSI_SAD_XX.wav,sad,CREMA,2.5025
data/raw/Crema/1001_WSI_ANG_XX.wav,angry,CREMA,2.7360625
data/raw/Crema/1001_WSI_DIS_XX.wav,disgust,CREMA,2.6693125
data/raw/Crema/1001_WSI_FEA_XX.wav,fear,CREMA,2.3356875
data/raw/Crema/1001_WSI_HAP_XX.wav,happy,CREMA,2.2755625
data/raw/Crema/1001_WSI_NEU_XX.wav,neutral,CREMA,2.7360625
data/raw/Crema/1001_WSI_SAD_XX.wav,sad,CREMA,2.3356875
data/raw/Crema/1002_DFA_ANG_XX.wav,angry,CREMA,2.56925
data/raw/Crema/1002_DFA_DIS_XX.wav,disgust,CREMA,2.535875
data/raw/Crema/1002_DFA_FEA_XX.wav,fear,CREMA,2.7360625
data/raw/Crema/1002_DFA_HAP_XX.wav,happy,CREMA,2.2021875
data/raw/Crema/1002_DFA_NEU_XX.wav,neutral,CREMA,2.5025
data/raw/Crema/1002_DFA_SAD_XX.wav,sad,CREMA,2.369
data/raw/Crema/1002_IEO_ANG_HI.wav,angry,CREMA,2.7360625
data/raw/Crema/1002_IEO_ANG_LO.wav,angry,CREMA,2.402375
data/raw/Crema/1002_IEO_ANG_MD.wav,angry,CREMA,2.7694375
data/raw/Crema/1002_IEO_DIS_HI.wav,disgust,CREMA,3.003
data/raw/Crema/1002_IEO_DIS_LO.wav,disgust,CREMA,2.8695625
data/raw/Crema/1002_IEO_DIS_MD.wav,disgust,CREMA,2.602625
data/raw/Crema/1002_IEO_FEA_HI.wav,fear,CREMA,3.2031875
data/raw/Crema/1002_IEO_FEA_LO.wav,fear,CREMA,2.602625
data/raw/Crema/1002_IEO_FEA_MD.wav,fear,CREMA,1.93525
data/raw/Crema/1002_IEO_HAP_HI.wav,happy,CREMA,2.5025
data/raw/Crema/1002_IEO_HAP_LO.wav,happy,CREMA,2.8361875
data/raw/Crema/1002_IEO_HAP_MD.wav,happy,CREMA,2.2689375
data/raw/Crema/1002_IEO_NEU_XX.wav,neutral,CREMA,2.56925
data/raw/Crema/1002_IEO_SAD_HI.wav,sad,CREMA,2.7360625
data/raw/Crema/1002_IEO_SAD_LO.wav,sad,CREMA,2.2689375
data/raw/Crema/1002_IEO_SAD_MD.wav,sad,CREMA,2.3690625
data/raw/Crema/1002_IOM_ANG_XX.wav,angry,CREMA,2.8361875
data/raw/Crema/1002_IOM_DIS_XX.wav,disgust,CREMA,2.7694375
data/raw/Crema/1002_IOM_FEA_XX.wav,fear,CREMA,2.602625
data/raw/Crema/1002_IOM_HAP_XX.wav,happy,CREMA,2.3356875
data/raw/Crema/1002_IOM_NEU_XX.wav,neutral,CREMA,2.3356875
data/raw/Crema/1002_IOM_SAD_XX.wav,sad,CREMA,2.6693125
data/raw/Crema/1002_ITH_ANG_XX.wav,angry,CREMA,2.93625
data/raw/Crema/1002_ITH_DIS_XX.wav,disgust,CREMA,3.8038125
data/raw/Crema/1002_ITH_FEA_XX.wav,fear,CREMA,3.5035
data/raw/Crema/1002_ITH_HAP_XX.wav,happy,CREMA,2.7694375
data/raw/Crema/1002_ITH_NEU_XX.wav,neutral,CREMA,2.5025
data/raw/Crema/1002_ITH_SAD_XX.wav,sad,CREMA,2.7360625
data/raw/Crema/1002_ITS_ANG_XX.wav,angry,CREMA,2.7026875
data/raw/Crema/1002_ITS_DIS_XX.wav,disgust,CREMA,2.8361875
data/raw/Crema/1002_ITS_FEA_XX.wav,fear,CREMA,2.469125
data/raw/Crema/1002_ITS_HAP_XX.wav,happy,CREMA,2.43575
data/raw/Crema/1002_ITS_NEU_XX.wav,neutral,CREMA,2.3356875
data/raw/Crema/1002_ITS_SAD_XX.wav,sad,CREMA,2.6359375
data/raw/Crema/1002_IWL_ANG_XX.wav,angry,CREMA,2.602625
data/raw/Crema/1002_IWL_DIS_XX.wav,disgust,CREMA,3.103125
data/raw/Crema/1002_IWL_FEA_XX.wav,fear,CREMA,3.2365625
data/raw/Crema/1002_IWL_HAP_XX.wav,happy,CREMA,2.8695
data/raw/Crema/1002_IWL_NEU_XX.wav,neutral,CREMA,2.6359375
data/raw/Crema/1002_IWL_SAD_XX.wav,sad,CREMA,2.7026875
data/raw/Crema/1002_IWW_ANG_XX.wav,angry,CREMA,2.402375
data/raw/Crema/1002_IWW_DIS_XX.wav,disgust,CREMA,3.103125
data/raw/Crema/1002_IWW_FEA_XX.wav,fear,CREMA,2.602625
data/raw/Crema/1002_IWW_HAP_XX.wav,happy,CREMA,2.469125
data/raw/Crema/1002_IWW_NEU_XX.wav,neutral,CREMA,2.5025
data/raw/Crema/1002_IWW_SAD_XX.wav,sad,CREMA,2.369
data/raw/Crema/1002_MTI_ANG_XX.wav,angry,CREMA,2.7360625
data/raw/Crema/1002_MTI_DIS_XX.wav,disgust,CREMA,3.6369375
data/raw/Crema/1002_MTI_FEA_XX.wav,fear,CREMA,2.93625
data/raw/Crema/1002_MTI_HAP_XX.wav,happy,CREMA,2.6693125
data/raw/Crema/1002_MTI_NEU_XX.wav,neutral,CREMA,2.8695
data/raw/Crema/1002_MTI_SAD_XX.wav,sad,CREMA,2.7026875
data/raw/Crema/1002_TAI_ANG_XX.wav,angry,CREMA,2.5025
data/raw/Crema/1002_TAI_DIS_XX.wav,disgust,CREMA,3.2031875
data/raw/Crema/1002_TAI_FEA_XX.wav,fear,CREMA,2.7694375
data/raw/Crema/1002_TAI_HAP_XX.wav,happy,CREMA,2.535875
data/raw/Crema/1002_TAI_NEU_XX.wav,neutral,CREMA,2.6359375
data/raw/Crema/1002_TAI_SAD_XX.wav,sad,CREMA,2.7694375
data/raw/Crema/1002_TIE_ANG_XX.wav,angry,CREMA,2.535875
data/raw/Crema/1002_TIE_DIS_XX.wav,disgust,CREMA,3.603625
data/raw/Crema/1002_TIE_FEA_XX.wav,fear,CREMA,3.1364375
data/raw/Crema/1002_TIE_HAP_XX.wav,happy,CREMA,2.402375
data/raw/Crema/1002_TIE_SAD_XX.wav,sad,CREMA,3.1364375
data/raw/Crema/1002_TSI_ANG_XX.wav,angry,CREMA,2.43575
data/raw/Crema/1002_TSI_DIS_XX.wav,disgust,CREMA,2.7694375
data/raw/Crema/1002_TSI_FEA_XX.wav,fear,CREMA,2.3356875
data/raw/Crema/1002_TSI_HAP_XX.wav,happy,CREMA,2.035375
data/raw/Crema/1002_TSI_NEU_XX.wav,neutral,CREMA,2.369
data/raw/Crema/1002_TSI_SAD_XX.wav,sad,CREMA,2.402375
data/raw/Crema/1002_WSI_ANG_XX.wav,angry,CREMA,2.602625
data/raw/Crema/1002_WSI_DIS_XX.wav,disgust,CREMA,3.43675
data/raw/Crema/1002_WSI_FEA_XX.wav,fear,CREMA,2.5025
data/raw/Crema/1002_WSI_HAP_XX.wav,happy,CREMA,2.7694375
data/raw/Crema/1002_WSI_NEU_XX.wav,neutral,CREMA,2.43575
data/raw/Crema/1002_WSI_SAD_XX.wav,sad,CREMA,2.7360625
data/raw/Crema/1003_DFA_ANG_XX.wav,angry,CREMA,3.1364375
data/raw/Crema/1003_DFA_DIS_XX.wav,disgust,CREMA,3.2365625
data/raw/Crema/1003_DFA_FEA_XX.wav,fear,CREMA,3.06975
data/raw/Crema/1003_DFA_HAP_XX.wav,happy,CREMA,3.2699375
data/raw/Crema/1003_DFA_NEU_XX.wav,neutral,CREMA,3.2365625
data/raw/Crema/1003_DFA_SAD_XX.wav,sad,CREMA,3.2031875
data/raw/Crema/1003_IEO_ANG_HI.wav,angry,CREMA,2.56925
data/raw/Crema/1003_IEO_ANG_LO.wav,angry,CREMA,2.2755625
data/raw/Crema/1003_IEO_ANG_MD.wav,angry,CREMA,2.56925
data/raw/Crema/1003_IEO_DIS_HI.wav,disgust,CREMA,3.1698125
data/raw/Crema/1003_IEO_DIS_LO.wav,disgust,CREMA,2.002
data/raw/Crema/1003_IEO_DIS_MD.wav,disgust,CREMA,2.06875
data/raw/Crema/1003_IEO_FEA_HI.wav,fear,CREMA,2.7694375
data/raw/Crema/1003_IEO_FEA_LO.wav,fear,CREMA,2.56925
data/raw/Crema/1003_IEO_FEA_MD.wav,fear,CREMA,2.5025
data/raw/Crema/1003_IEO_HAP_HI.wav,happy,CREMA,2.2021875
data/raw/Crema/1003_IEO_HAP_LO.wav,happy,CREMA,2.369
data/raw/Crema/1003_IEO_HAP_MD.wav,happy,CREMA,2.3023125
data/raw/Crema/1003_IEO_NEU_XX.wav,neutral,CREMA,2.2689375
data/raw/Crema/1003_IEO_SAD_HI.wav,sad,CREMA,2.469125
data/raw/Crema/1003_IEO_SAD_LO.wav,sad,CREMA,2.5025
data/raw/Crema/1003_IEO_SAD_MD.wav,sad,CREMA,2.6693125
data/raw/Crema/1003_IOM_ANG_XX.wav,angry,CREMA,2.7360625
data/raw/Crema/1003_IOM_DIS_XX.wav,disgust,CREMA,3.3033125
data/raw/Crema/1003_IOM_FEA_XX.wav,fear,CREMA,2.6693125
data/raw/Crema/1003_IOM_HAP_XX.wav,happy,CREMA,2.902875
data/raw/Crema/1003_IOM_NEU_XX.wav,neutral,CREMA,3.2031875
data/raw/Crema/1003_IOM_SAD_XX.wav,sad,CREMA,2.8361875
data/raw/Crema/1003_ITH_ANG_XX.wav,angry,CREMA,3.6703125
data/raw/Crema/1003_ITH_DIS_XX.wav,disgust,CREMA,4.037375
data/raw/Crema/1003_ITH_FEA_XX.wav,fear,CREMA,3.536875
data/raw/Crema/1003_ITH_HAP_XX.wav,happy,CREMA,3.1364375
data/raw/Crema/1003_ITH_NEU_XX.wav,neutral,CREMA,4.037375
data/raw/Crema/1003_ITH_SAD_XX.wav,sad,CREMA,3.6369375
data/raw/Crema/1003_ITS_ANG_XX.wav,angry,CREMA,3.7370625
data/raw/Crema/1003_ITS_DIS_XX.wav,disgust,CREMA,3.7036875
data/raw/Crema/1003_ITS_FEA_XX.wav,fear,CREMA,3.1364375
data/raw/Crema/1003_ITS_HAP_XX.wav,happy,CREMA,3.7370625
data/raw/Crema/1003_ITS_NEU_XX.wav,neutral,CREMA,3.7370625
data/raw/Crema/1003_ITS_SAD_XX.wav,sad,CREMA,3.5035
data/raw/Crema/1003_IWL_ANG_XX.wav,angry,CREMA,3.536875
data/raw/Crema/1003_IWL_DIS_XX.wav,disgust,CREMA,4.404375
data/raw/Crema/1003_IWL_FEA_XX.wav,fear,CREMA,3.6703125
data/raw/Crema/1003_IWL_HAP_XX.wav,happy,CREMA,3.903875
data/raw/Crema/1003_IWL_NEU_XX.wav,neutral,CREMA,3.93725
data/raw/Crema/1003_IWL_SAD_XX.wav,sad,CREMA,3.7370625
data/raw/Crema/1003_IWW_ANG_XX.wav,angry,CREMA,3.403375
data/raw/Crema/1003_IWW_DIS_XX.wav,disgust,CREMA,3.103125
data/raw/Crema/1003_IWW_FEA_XX.wav,fear,CREMA,2.2355625
data/raw/Crema/1003_IWW_HAP_XX.wav,happy,CREMA,3.5035
data/raw/Crema/1003_IWW_NEU_XX.wav,neutral,CREMA,2.902875
data/raw/Crema/1003_IWW_SAD_XX.wav,sad,CREMA,2.7026875
data/raw/Crema/1003_MTI_ANG_XX.wav,angry,CREMA,2.2355625
data/raw/Crema/1003_MTI_DIS_XX.wav,disgust,CREMA,4.2375625
data/raw/Crema/1003_MTI_FEA_XX.wav,fear,CREMA,3.2031875
data/raw/Crema/1003_MTI_HAP_XX.wav,happy,CREMA,3.3033125
data/raw/Crema/1003_MTI_NEU_XX.wav,neutral,CREMA,3.7370625
data/raw/Crema/1003_MTI_SAD_XX.wav,sad,CREMA,3.7704375
data/raw/Crema/1003_TAI_ANG_XX.wav,angry,CREMA,2.8695
data/raw/Crema/1003_TAI_DIS_XX.wav,disgust,CREMA,3.2031875
data/raw/Crema/1003_TAI_FEA_XX.wav,fear,CREMA,3.1364375
data/raw/Crema/1003_TAI_HAP_XX.wav,happy,CREMA,3.1364375
data/raw/Crema/1003_TAI_NEU_XX.wav,neutral,CREMA,3.6703125
data/raw/Crema/1003_TAI_SAD_XX.wav,sad,CREMA,2.2355625
data/raw/Crema/1003_TIE_ANG_XX.wav,angry,CREMA,3.1698125
data/raw/Crema/1003_TIE_DIS_XX.wav,disgust,CREMA,4.2709375
data/raw/Crema/1003_TIE_FEA_XX.wav,fear,CREMA,2.902875
data/raw/Crema/1003_TIE_HAP_XX.wav,happy,CREMA,3.2699375
data/raw/Crema/1003_TIE_NEU_XX.wav,neutral,CREMA,2.535875
data/raw/Crema/1003_TIE_SAD_XX.wav,sad,CREMA,4.3710625
data/raw/Crema/1003_TSI_ANG_XX.wav,angry,CREMA,3.970625
data/raw/Crema/1003_TSI_DIS_XX.wav,disgust,CREMA,3.603625
data/raw/Crema/1003_TSI_FEA_XX.wav,fear,CREMA,3.2365625
data/raw/Crema/1003_TSI_HAP_XX.wav,happy,CREMA,3.37
data/raw/Crema/1003_TSI_NEU_XX.wav,neutral,CREMA,3.43675
data/raw/Crema/1003_TSI_SAD_XX.wav,sad,CREMA,2.969625
data/raw/Crema/1003_WSI_ANG_XX.wav,angry,CREMA,3.536875
data/raw/Crema/1003_WSI_DIS_XX.wav,disgust,CREMA,3.470125
data/raw/Crema/1003_WSI_FEA_XX.wav,fear,CREMA,3.3033125
data/raw/Crema/1003_WSI_HAP_XX.wav,happy,CREMA,3.1698125
data/raw/Crema/1003_WSI_NEU_XX.wav,neutral,CREMA,3.43675
data/raw/Crema/1003_WSI_SAD_XX.wav,sad,CREMA,3.37
data/raw/Crema/1004_DFA_ANG_XX.wav,angry,CREMA,3.06975
data/raw/Crema/1004_DFA_DIS_XX.wav,disgust,CREMA,2.902875
data/raw/Crema/1004_DFA_FEA_XX.wav,fear,CREMA,3.036375
data/raw/Crema/1004_DFA_HAP_XX.wav,happy,CREMA,2.7360625
data/raw/Crema/1004_DFA_NEU_XX.wav,neutral,CREMA,3.103125
data/raw/Crema/1004_DFA_SAD_XX.wav,sad,CREMA,2.8361875
data/raw/Crema/1004_IEO_ANG_HI.wav,angry,CREMA,4.004
data/raw/Crema/1004_IEO_ANG_LO.wav,angry,CREMA,2.6693125
data/raw/Crema/1004_IEO_ANG_MD.wav,angry,CREMA,2.902875
data/raw/Crema/1004_IEO_DIS_HI.wav,disgust,CREMA,4.8381875
data/raw/Crema/1004_IEO_DIS_LO.wav,disgust,CREMA,2.43575
data/raw/Crema/1004_IEO_DIS_MD.wav,disgust,CREMA,3.6369375
data/raw/Crema/1004_IEO_FEA_HI.wav,fear,CREMA,3.37
data/raw/Crema/1004_IEO_FEA_LO.wav,fear,CREMA,3.43675
data/raw/Crema/1004_IEO_FEA_MD.wav,fear,CREMA,2.7694375
data/raw/Crema/1004_IEO_HAP_HI.wav,happy,CREMA,2.93625
data/raw/Crema/1004_IEO_HAP_LO.wav,happy,CREMA,2.402375
data/raw/Crema/1004_IEO_HAP_MD.wav,happy,CREMA,3.036375
data/raw/Crema/1004_IEO_NEU_XX.wav,neutral,CREMA,2.3356875
data/raw/Crema/1004_IEO_SAD_HI.wav,sad,CREMA,5.005
data/raw/Crema/1004_IEO_SAD_LO.wav,sad,CREMA,2.8361875
data/raw/Crema/1004_IEO_SAD_MD.wav,sad,CREMA,4.037375
data/raw/Crema/1004_IOM_ANG_XX.wav,angry,CREMA,2.602625
data/raw/Crema/1004_IOM_DIS_XX.wav,disgust,CREMA,2.7026875
data/raw/Crema/1004_IOM_FEA_XX.wav,fear,CREMA,2.43575
data/raw/Crema/1004_IOM_HAP_XX.wav,happy,CREMA,2.2355625
data/raw/Crema/1004_IOM_NEU_XX.wav,neutral,CREMA,2.535875
data/raw/Crema/1004_IOM_SAD_XX.wav,sad,CREMA,2.8695
data/raw/Crema/1004_ITH_ANG_XX.wav,angry,CREMA,3.2699375
data/raw/Crema/1004_ITH_DIS_XX.wav,disgust,CREMA,3.6369375
data/raw/Crema/1004_ITH_FEA_XX.wav,fear,CREMA,3.7370625
data/raw/Crema/1004_ITH_HAP_XX.wav,happy,CREMA,3.003
data/raw/Crema/1004_ITH_NEU_XX.wav,neutral,CREMA,3.6369375
data/raw/Crema/1004_ITH_SAD_XX.wav,sad,CREMA,3.536875
data/raw/Crema/1004_ITS_ANG_XX.wav,angry,CREMA,3.37
data/raw/Crema/1004_ITS_DIS_XX.wav,disgust,CREMA,3.06975
data/raw/Crema/1004_ITS_FEA_XX.wav,fear,CREMA,2.7360625
data/raw/Crema/1004_ITS_HAP_XX.wav,happy,CREMA,2.8695
data/raw/Crema/1004_ITS_NEU_XX.wav,neutral,CREMA,2.2355625
data/raw/Crema/1004_ITS_SAD_XX.wav,sad,CREMA,3.003
data/raw/Crema/1004_IWL_ANG_XX.wav,angry,CREMA,3.1698125
data/raw/Crema/1004_IWL_DIS_XX.wav,disgust,CREMA,2.2355625
data/raw/Crema/1004_IWL_FEA_XX.wav,fear,CREMA,3.37
data/raw/Crema/1004_IWL_HAP_XX.wav,happy,CREMA,3.003
data/raw/Crema/1004_IWL_NEU_XX.wav,neutral,CREMA,3.903875
data/raw/Crema/1004_IWL_SAD_XX.wav,sad,CREMA,3.3033125
data/raw/Crema/1004_IWW_ANG_XX.wav,angry,CREMA,2.369
data/raw/Crema/1004_IWW_DIS_XX.wav,disgust,CREMA,2.93625
data/raw/Crema/1004_IWW_FEA_XX.wav,fear,CREMA,2.6693125
data/raw/Crema/1004_IWW_HAP_XX.wav,happy,CREMA,3.2699375
data/raw/Crema/1004_IWW_NEU_XX.wav,neutral,CREMA,3.036375
data/raw/Crema/1004_IWW_SAD_XX.wav,sad,CREMA,2.8361875
data/raw/Crema/1004_MTI_ANG_XX.wav,angry,CREMA,3.3033125
data/raw/Crema/1004_MTI_DIS_XX.wav,disgust,CREMA,3.6369375
data/raw/Crema/1004_MTI_FEA_XX.wav,fear,CREMA,3.2031875
data/raw/Crema/1004_MTI_HAP_XX.wav,happy,CREMA,3.2031875
data/raw/Crema/1004_MTI_NEU_XX.wav,neutral,CREMA,3.7036875
data/raw/Crema/1004_MTI_SAD_XX.wav,sad,CREMA,3.3033125
data/raw/Crema/1004_TAI_ANG_XX.wav,angry,CREMA,3.37
data/raw/Crema/1004_TAI_DIS_XX.wav,disgust,CREMA,3.903875
data/raw/Crema/1004_TAI_FEA_XX.wav,fear,CREMA,2.93625
data/raw/Crema/1004_TAI_HAP_XX.wav,happy,CREMA,2.602625
data/raw/Crema/1004_TAI_NEU_XX.wav,neutral,CREMA,3.470125
data/raw/Crema/1004_TAI_SAD_XX.wav,sad,CREMA,3.43675
data/raw/Crema/1004_TIE_ANG_XX.wav,angry,CREMA,2.8361875
data/raw/Crema/1004_TIE_DIS_XX.wav,disgust,CREMA,4.3376875
data/raw/Crema/1004_TIE_FEA_XX.wav,fear,CREMA,2.7694375
data/raw/Crema/1004_TIE_HAP_XX.wav,happy,CREMA,2.969625
data/raw/Crema/1004_TIE_NEU_XX.wav,neutral,CREMA,2.3356875
data/raw/Crema/1004_TIE_SAD_XX.wav,sad,CREMA,3.003
data/raw/Crema/1004_TSI_ANG_XX.wav,angry,CREMA,2.369
data/raw/Crema/1004_TSI_DIS_XX.wav,disgust,CREMA,3.036375
data/raw/Crema/1004_TSI_FEA_XX.wav,fear,CREMA,2.902875
data/raw/Crema/1004_TSI_HAP_XX.wav,happy,CREMA,2.3356875
data/raw/Crema/1004_TSI_NEU_XX.wav,neutral,CREMA,2.2355625
data/raw/Crema/1004_TSI_SAD_XX.wav,sad,CREMA,2.43575
data/raw/Crema/1004_WSI_ANG_XX.wav,angry,CREMA,3.003
data/raw/Crema/1004_WSI_DIS_XX.wav,disgust,CREMA,3.5035
data/raw/Crema/1004_WSI_FEA_XX.wav,fear,CREMA,2.602625
data/raw/Crema/1004_WSI_HAP_XX.wav,happy,CREMA,2.56925
data/raw/Crema/1004_WSI_NEU_XX.wav,neutral,CREMA,3.2365625
data/raw/Crema/1004_WSI_SAD_XX.wav,sad,CREMA,3.7370625
data/raw/Crema/1005_DFA_ANG_XX.wav,angry,CREMA,2.602625
data/raw/Crema/1005_DFA_DIS_XX.wav,disgust,CREMA,2.7360625
data/raw/Crema/1005_DFA_FEA_XX.wav,fear,CREMA,2.469125
data/raw/Crema/1005_DFA_HAP_XX.wav,happy,CREMA,2.56925
data/raw/Crema/1005_DFA_NEU_XX.wav,neutral,CREMA,3.103125
data/raw/Crema/1005_DFA_SAD_XX.wav,sad,CREMA,3.036375
data/raw/Crema/1005_IEO_ANG_HI.wav,angry,CREMA,2.5025
data/raw/Crema/1005_IEO_ANG_LO.wav,angry,CREMA,2.2689375
data/raw/Crema/1005_IEO_ANG_MD.wav,angry,CREMA,2.7360625
data/raw/Crema/1005_IEO_DIS_HI.wav,disgust,CREMA,2.8028125
data/raw/Crema/1005_IEO_DIS_LO.wav,disgust,CREMA,2.402375
data/raw/Crema/1005_IEO_DIS_MD.wav,disgust,CREMA,2.5025
data/raw/Crema/1005_IEO_FEA_HI.wav,fear,CREMA,2.402375
data/raw/Crema/1005_IEO_FEA_LO.wav,fear,CREMA,2.2021875
data/raw/Crema/1005_IEO_FEA_MD.wav,fear,CREMA,3.1364375
data/raw/Crema/1005_IEO_HAP_HI.wav,happy,CREMA,2.2689375
data/raw/Crema/1005_IEO_HAP_LO.wav,happy,CREMA,2.102125
data/raw/Crema/1005_IEO_HAP_MD.wav,happy,CREMA,2.1688125
data/raw/Crema/1005_IEO_NEU_XX.wav,neutral,CREMA,2.102125
data/raw/Crema/1005_IEO_SAD_HI.wav,sad,CREMA,2.469125
data/raw/Crema/1005_IEO_SAD_LO.wav,sad,CREMA,2.402375
data/raw/Crema/1005_IEO_SAD_MD.wav,sad,CREMA,2.2826875
data/raw/Crema/1005_IOM_ANG_XX.wav,angry,CREMA,3.37
data/raw/Crema/1005_IOM_DIS_XX.wav,disgust,CREMA,2.969625
